Source_File,spectral_flatness,spectral_flux,spectral_variance,rms_spectral_difference,median_frequency,spectral_centroid,spectral_skewness,peak_frequency,spectral_entropy,dominant_frequency,spectral_kurtosis,psd_variance,spectral_spread,band_energy_ratio,spectral_rolloff,spectral_irregularity,spectral_slope,spectral_mean,sum_of_squares_spectral_difference,spectral_crest,matched_filter_rms,spectral_modulation_energy,psd_mean,spectral_sharpness,fault
B014_1.csv,0.359864517,5529.950727,26.01311537,3.289653688,3117.1875,2742.152941,3.106692206,3257.8125,7.713894822,3257.8125,10.93692944,8.29E-12,1120.961985,0.181386939,3468.75,0.503650263,-0.000248228,2.95523096,5529.950727,12.10057619,5.894616646,17790.21077,2.08E-06,36.90489792,B014_1
B014_1.csv,0.410180379,5332.226604,15.04022204,3.230307373,3058.59375,2629.009709,4.124105978,3304.6875,7.785482875,3304.6875,21.00481923,3.92E-12,1230.614156,0.232832972,3468.75,0.694796989,-0.000266054,2.185952164,5332.226604,14.32735174,4.451809621,10147.12776,2.65E-06,37.50055567,B014_1
B014_1.csv,0.410378299,2967.407802,8.115178593,2.40978428,2859.375,2431.742282,3.538560003,363.28125,7.874634418,363.28125,16.39914306,3.31E-12,1290.778115,0.293118366,3386.71875,0.686666916,-0.000332287,1.772510278,2967.407802,13.47283242,3.355141022,5763.569295,3.59E-06,34.74770573,B014_1
B014_1.csv,0.470441185,3265.532022,7.542214154,2.527938611,2871.09375,2522.181179,2.820178829,363.28125,8.042753984,363.28125,10.06354877,4.79E-12,1279.917625,0.265962654,3480.46875,0.672870769,-0.000307911,1.957224478,3265.532022,11.23883127,3.372379251,5822.946207,4.91E-06,24.11007885,B014_1
B014_1.csv,0.367732763,2979.937067,15.05097522,2.414866329,3035.15625,2661.438295,3.465798614,3269.53125,7.881508574,3269.53125,15.58821202,1.22E-11,1180.174665,0.209706538,3503.90625,0.511293564,-0.000271984,2.452486582,2979.937067,13.28219322,4.589734814,10785.62082,6.65E-06,32.55960429,B014_1
B014_1.csv,0.434917578,3471.408547,10.94103929,2.606408085,2953.125,2591.218653,3.38634041,3187.5,7.891898892,3187.5,14.51229464,1.12E-11,1234.269392,0.236498281,3421.875,0.605333405,-0.000278645,2.074675002,3471.408547,12.4750246,3.904525023,7805.601616,8.28E-06,29.79922822,B014_1
B014_1.csv,0.451241911,4008.699377,10.00010384,2.800859309,2847.65625,2447.363039,3.680397659,3281.25,7.952952215,3281.25,19.39124867,1.22E-11,1274.595129,0.283446161,3398.4375,0.610747464,-0.000374493,2.054717576,4008.699377,13.70491627,3.771202482,7281.647697,1.02E-05,34.04479916,B014_1
B014_1.csv,0.451202722,3929.506347,13.5174678,2.773055408,3011.71875,2641.492473,3.019693123,3281.25,7.9198662,3281.25,11.07224321,2.19E-11,1226.412216,0.2238938,3480.46875,0.590399215,-0.000280503,2.386249047,3929.506347,11.85473345,4.38310989,9836.365982,1.25E-05,32.40689245,B014_1
B014_1.csv,0.358675549,6976.899474,23.27124396,3.695053941,3070.3125,2707.130024,3.752898254,3328.125,7.711733108,3328.125,17.3194936,3.66E-11,1127.260245,0.185607365,3468.75,0.631668877,-0.000258372,2.700644456,6976.899474,14.67092659,5.528537279,15649.13891,1.52E-05,42.67177331,B014_1
B014_1.csv,0.474513184,4615.072936,12.51813525,3.005237742,3046.875,2655.159596,3.445335688,3140.625,7.975798812,3140.625,13.95745248,2.52E-11,1249.663067,0.227887878,3585.9375,0.622424191,-0.000258805,2.290425402,4615.072936,10.46792145,4.214757855,9095.262092,1.76E-05,22.45794323,B014_1
B014_1.csv,0.357629552,4732.497675,20.19152133,3.043229846,3035.15625,2627.026762,3.478547966,3339.84375,7.739101497,3339.84375,14.53267698,4.70E-11,1159.526054,0.211752857,3386.71875,0.577963229,-0.000316664,2.587721256,4732.497675,12.99439658,5.185346915,13766.56519,2.06E-05,37.56969852,B014_1
B014_1.csv,0.324420154,10704.69941,31.90492886,4.576956536,3046.875,2739.026639,3.939895412,3292.96875,7.648230842,3292.96875,20.13368244,8.77E-11,1053.66636,0.158938049,3421.875,0.639066375,-0.000259908,3.056368965,10704.69941,16.57956376,6.422329804,21118.11589,2.40E-05,51.05494205,B014_1
B014_1.csv,0.305439561,4870.419365,17.48780548,3.087256607,2976.5625,2601.037146,3.092828342,3269.53125,7.739101003,3269.53125,10.7880341,5.26E-11,1140.256904,0.206629432,3386.71875,0.603933386,-0.000325252,2.482179213,4870.419365,11.25592077,4.863025717,12108.29779,2.69E-05,34.48537133,B014_1
B014_1.csv,0.39236126,2366.281804,7.592338816,2.151903451,2777.34375,2411.944828,2.906590524,363.28125,7.961152525,363.28125,11.52274104,2.98E-11,1238.915393,0.285040803,3386.71875,0.547769461,-0.000369252,1.902711444,2366.281804,11.85100189,3.348529477,5740.876624,3.02E-05,29.50204022,B014_1
B014_1.csv,0.497926384,3529.372394,10.37687351,2.628078251,2894.53125,2585.432023,3.044177966,363.28125,8.060243061,363.28125,12.33851456,4.74E-11,1293.858772,0.247503892,3515.625,0.5960608,-0.000311484,2.286346343,3529.372394,11.12752944,3.950221906,7989.377592,3.40E-05,26.01611684,B014_1
B014_1.csv,0.371159189,7007.099936,24.89937057,3.703042578,2953.125,2666.777043,3.622777151,3187.5,7.70721357,3187.5,17.04128815,1.03E-10,1104.587205,0.183238619,3375,0.625466792,-0.000307363,2.816705827,7007.099936,15.72827381,5.730026377,16810.59957,3.82E-05,47.55006466,B014_1
B014_1.csv,0.359559667,5564.487693,17.56036834,3.299910363,2906.25,2610.622998,2.909883585,3128.90625,7.808743751,3128.90625,9.206354602,8.50E-11,1153.805727,0.207685885,3363.28125,0.62438805,-0.000329657,2.578672912,5564.487693,10.16952917,4.920357947,12395.48023,4.23E-05,29.36680738,B014_1
B014_1.csv,0.402408221,2947.200657,8.886835528,2.401565315,2847.65625,2428.698193,3.356458751,363.28125,7.899319636,363.28125,14.54715979,4.91E-11,1249.827463,0.280647068,3386.71875,0.651354443,-0.000358518,1.902139079,2947.200657,11.86419903,3.536236503,6402.543925,4.64E-05,28.42562511,B014_1
B014_1.csv,0.319084739,8470.381013,21.10399594,4.071374226,2917.96875,2645.530243,3.152537554,3199.21875,7.685948968,3199.21875,12.04841369,1.24E-10,1077.359025,0.182302071,3375,0.698344965,-0.000309097,2.659950094,8470.381013,13.51147454,5.308420711,14427.81719,5.13E-05,45.16939998,B014_1
B014_1.csv,0.398361353,4514.66979,13.20007472,2.972367782,2835.9375,2554.920712,2.605531474,3281.25,7.897065405,3281.25,7.633926904,8.93E-11,1157.999213,0.22109725,3410.15625,0.613375863,-0.000354037,2.418165905,4514.66979,9.65864693,4.364355745,9752.371747,5.59E-05,26.24856914,B014_1
B014_1.csv,0.375709858,3145.728195,14.54480647,2.481133585,3011.71875,2579.936656,3.220835566,3175.78125,7.766420329,3175.78125,12.71968776,1.03E-10,1191.317752,0.228335353,3386.71875,0.54761916,-0.000314589,2.278499461,3145.728195,13.04974464,4.442563028,10105.01952,6.10E-05,41.31780546,B014_1
B014_1.csv,0.376681939,11233.34482,39.45851919,4.688609843,3082.03125,2784.343562,3.473719825,3140.625,7.680201279,3140.625,14.54931245,2.91E-10,1072.317798,0.156352649,3445.3125,0.588193906,-0.000244303,3.493400102,11233.34482,13.73573365,7.187653544,26451.13009,6.70E-05,41.30048826,B014_1
B014_1.csv,0.314161893,5087.521562,22.83488718,3.155314705,3011.71875,2621.872976,3.1652715,3199.21875,7.697733104,3199.21875,11.59583344,1.85E-10,1112.700527,0.205328478,3386.71875,0.550993716,-0.000343474,2.767950945,5087.521562,12.42192155,5.522358157,15614.17708,7.20E-05,37.35390945,B014_1
B014_1.csv,0.308414066,12124.64821,34.64283565,4.871067225,3070.3125,2721.691378,3.761604151,3175.78125,7.559461108,3175.78125,18.16137,2.88E-10,1062.374344,0.172296376,3410.15625,0.682166574,-0.000280839,3.09237409,12124.64821,15.64928372,6.648730192,22633.27394,7.80E-05,57.80301764,B014_1
B014_1.csv,0.298926352,7744.03872,29.36707605,3.892900538,3152.34375,2773.846975,3.664748088,3164.0625,7.611567231,3164.0625,15.21015286,2.59E-10,1090.910638,0.172129259,3480.46875,0.588074045,-0.000212508,2.893967129,7744.03872,12.15312458,6.143461711,19323.96636,8.37E-05,36.3845481,B014_1
B014_1.csv,0.357407326,7267.833315,21.89147723,3.771308232,3093.75,2682.451215,4.057894174,3175.78125,7.681023893,3175.78125,20.84893193,2.17E-10,1153.238551,0.201531504,3445.3125,0.638916281,-0.000263897,2.539989892,7267.833315,16.07734378,5.323816853,14511.62925,8.97E-05,47.09026649,B014_1
B014_1.csv,0.307129878,10586.73832,40.06516406,4.551668651,3117.1875,2777.77439,3.623552208,3316.40625,7.559547764,3316.40625,15.91000807,4.17E-10,1042.398222,0.158060684,3421.875,0.578737031,-0.000240703,3.337429096,10586.73832,14.26123792,7.155668874,26216.24168,9.65E-05,49.65978994,B014_1
B014_1.csv,0.352155281,6677.522459,26.67665886,3.614907831,3093.75,2665.032651,4.113167693,3152.34375,7.638691655,3152.34375,21.34272469,2.82E-10,1142.794193,0.19812474,3410.15625,0.590475135,-0.000300438,2.738648273,6677.522459,15.68496958,5.846097264,17498.54885,0.000102675,47.28126293,B014_1
B014_1.csv,0.392834617,2321.655043,8.960403832,2.131515012,2906.25,2471.118923,3.596259124,363.28125,7.860122553,363.28125,16.43469515,1.15E-10,1255.496356,0.275370686,3363.28125,0.570791301,-0.000320897,1.840625824,2321.655043,13.38768242,3.51401583,6322.333315,0.0001091,34.95442505,B014_1
B014_1.csv,0.459569957,2441.712814,5.607862136,2.185932973,2707.03125,2265.300671,4.08521704,363.28125,7.971515902,363.28125,25.45957308,8.02E-11,1388.693878,0.368826038,3398.4375,0.708543306,-0.000371382,1.528651732,2441.712814,16.46928822,2.818623468,4067.654786,0.000115971,37.83568326,B014_1
B014_1.csv,0.355156759,4292.63384,23.88885028,2.898354294,3152.34375,2729.257694,4.122895222,3187.5,7.635331564,3187.5,20.30102598,3.15E-10,1148.697561,0.19686751,3468.75,0.519389659,-0.000226004,2.559661363,4292.63384,15.22345243,5.517310629,15585.64689,0.000123707,45.80257789,B014_1
B014_1.csv,0.337807298,3357.706267,20.8380141,2.563367658,3152.34375,2741.898992,3.803672458,3210.9375,7.758430763,3210.9375,17.66475842,3.03E-10,1150.425928,0.19361469,3515.625,0.464175004,-0.000219855,2.614802217,3357.706267,13.11668791,5.260722834,14169.70482,0.000131049,36.00892986,B014_1
B014_1.csv,0.393686568,2449.980362,9.304451295,2.189630589,3000,2521.425775,3.010594828,363.28125,7.91268348,363.28125,10.88713292,1.54E-10,1261.395724,0.26947647,3433.59375,0.575784414,-0.000314263,1.994408865,2449.980362,10.9101482,3.644464023,6800.444424,0.000138549,25.3673048,B014_1
B014_1.csv,0.451414821,1911.755906,4.801354895,1.934219557,2742.1875,2307.849529,3.400066664,363.28125,8.043502915,363.28125,17.88767295,9.28E-11,1337.08795,0.347008365,3433.59375,0.643732613,-0.000354788,1.550888238,1911.755906,13.73199216,2.684512846,3689.783922,0.000146294,30.6810857,B014_1
B014_1.csv,0.397804974,2377.478255,5.902130759,2.156988485,2812.5,2346.906959,3.466221112,363.28125,7.93785442,363.28125,16.73887868,1.14E-10,1316.769491,0.325341202,3398.4375,0.660657297,-0.000343853,1.593791589,2377.478255,13.60129349,2.90556404,4322.458823,0.000154453,34.10746003,B014_1
B014_1.csv,0.359303756,4635.218392,23.09245036,3.011789747,3117.1875,2694.991334,4.397524764,3199.21875,7.718783806,3199.21875,24.10424528,3.99E-10,1192.360593,0.209816051,3492.1875,0.536573929,-0.000257799,2.585309737,4635.218392,17.14666349,5.456764316,15245.45372,0.000163181,45.33725841,B014_1
B014_1.csv,0.443122435,3965.268112,9.657642122,2.785645379,2871.09375,2536.260249,2.996743518,363.28125,8.005962153,363.28125,12.48882618,2.07E-10,1264.326371,0.26007969,3492.1875,0.642949435,-0.000331573,2.172435653,3965.268112,11.6539778,3.79171713,7361.084821,0.000171298,27.79887154,B014_1
B014_1.csv,0.481673255,2769.336901,7.713403462,2.327970359,2882.8125,2535.215275,3.194915878,363.28125,8.066029291,363.28125,14.2092899,1.79E-10,1313.200549,0.272484667,3562.5,0.626703205,-0.000302001,1.974176518,2769.336901,12.63058767,3.407458934,5944.717509,0.000180083,27.11430532,B014_1
B014_1.csv,0.441515799,3141.306569,10.5465204,2.479389234,2953.125,2575.505686,3.162038538,363.28125,7.887047181,363.28125,11.7100927,2.37E-10,1240.226106,0.243105427,3421.875,0.608724838,-0.000285403,2.045230612,3141.306569,10.76573284,3.837901595,7541.498192,0.000189066,28.98858584,B014_1
B014_1.csv,0.36654656,6084.699488,20.41936598,3.450715201,3093.75,2680.666034,3.881864989,3363.28125,7.75368999,3363.28125,18.88949964,4.49E-10,1168.918226,0.207781153,3480.46875,0.588981213,-0.000269218,2.576445807,6084.699488,14.1077051,5.201676554,13853.40876,0.000198623,38.64950395,B014_1
B014_1.csv,0.422834471,3410.936331,15.93699856,2.583606428,3070.3125,2694.459135,3.727267343,3187.5,7.829114329,3187.5,18.74335875,3.68E-10,1215.290926,0.214556885,3492.1875,0.50735992,-0.000238353,2.386052172,3410.936331,14.77981738,4.650832563,11074.68469,0.000207821,40.99551216,B014_1
B014_1.csv,0.495052406,3773.133161,10.4058019,2.717318942,2882.8125,2559.483291,3.310900754,363.28125,8.013626383,363.28125,13.63438874,2.74E-10,1281.249318,0.246489991,3492.1875,0.634830237,-0.000313271,2.162187699,3773.133161,10.84768887,3.883407981,7721.399064,0.000217504,24.41591917,B014_1
B014_1.csv,0.443904033,2791.895334,9.089753135,2.337432705,2976.5625,2470.19176,3.795772206,3210.9375,7.92414431,3210.9375,19.39870542,2.45E-10,1322.675854,0.291899003,3468.75,0.642990265,-0.000331015,1.895301424,2791.895334,13.68147646,3.561168435,6493.143358,0.000227309,34.59381708,B014_1
B014_1.csv,0.39660876,3693.057747,10.76996261,2.688330128,2917.96875,2508.752427,3.602185765,3257.8125,7.830757927,3257.8125,17.18575969,2.97E-10,1223.315218,0.258716142,3398.4375,0.642829228,-0.000322671,1.994301679,3693.057747,13.45325682,3.840208562,7550.567323,0.000237339,37.77881471,B014_1
B014_1.csv,0.330087733,4825.873188,13.13151069,3.073105732,2882.8125,2514.957302,3.728520651,3292.96875,7.785240175,3292.96875,19.71211521,3.70E-10,1184.130412,0.24347244,3375,0.660068651,-0.000345776,2.164772873,4825.873188,15.67567285,4.221107945,9122.68917,0.000247774,45.48298378,B014_1
B014_1.csv,0.458566021,2742.694506,7.831852768,2.31674518,2835.9375,2482.563919,3.414113707,3328.125,7.980869826,3328.125,16.8392586,2.51E-10,1284.031747,0.277468266,3433.59375,0.609875359,-0.000320449,1.879175239,2742.694506,12.81089734,3.37092752,5817.934001,0.000258101,34.3017035,B014_1
B014_1.csv,0.461971797,2659.631242,7.653919251,2.281393831,2765.625,2434.302608,2.94026015,363.28125,8.047075936,363.28125,11.68554959,2.65E-10,1245.960621,0.270565985,3398.4375,0.582947183,-0.000369271,1.978801944,2659.631242,11.75684808,3.401408,5923.623109,0.000268902,25.74140585,B014_1
B014_1.csv,0.46587057,2927.485073,9.549398235,2.393519084,3011.71875,2553.55711,3.196470311,363.28125,7.922583862,363.28125,11.96372726,3.18E-10,1290.673747,0.258333168,3457.03125,0.594291745,-0.000289263,1.96962841,2927.485073,10.73094782,3.664537394,6875.563166,0.00027978,28.11685258,B014_1
B014_1.csv,0.376981794,2828.106707,8.083642966,2.352542326,2789.0625,2389.802204,3.046104681,363.28125,7.922753492,363.28125,12.85673089,2.92E-10,1260.111463,0.293062431,3398.4375,0.615256382,-0.000384146,1.906933956,2828.106707,12.55777168,3.423454407,6000.66052,0.000290957,33.41632808,B014_1
B014_1.csv,0.371948481,4245.585877,16.28865401,2.882427317,2976.5625,2592.735656,3.139184434,3292.96875,7.799375606,3292.96875,12.11397505,5.65E-10,1161.3782,0.218715529,3410.15625,0.590633417,-0.000331024,2.473981409,4245.585877,12.28974793,4.73383967,11473.52987,0.000302588,35.82348222,B014_1
B014_1.csv,0.394735154,4072.524279,9.160342048,2.823068337,2835.9375,2437.53718,3.562497016,363.28125,7.870717526,363.28125,16.46711283,3.38E-10,1247.821049,0.282540056,3398.4375,0.711689446,-0.000349382,1.883101253,4072.524279,13.71177967,3.564605501,6505.683136,0.000313966,35.38804727,B014_1
B014_1.csv,0.378057257,2135.689548,6.051569994,2.044365819,2789.0625,2397.136621,3.670848406,363.28125,7.979575875,363.28125,20.70317641,2.50E-10,1275.566943,0.302673048,3410.15625,0.619057864,-0.00032821,1.649278201,2135.689548,14.87409638,2.961703661,4491.104552,0.000325777,32.78590635,B014_1
B014_1.csv,0.389152722,5296.738733,12.93692677,3.219540003,3011.71875,2597.232221,3.828177803,3316.40625,7.847040151,3316.40625,18.88809435,4.95E-10,1237.74601,0.239337251,3445.3125,0.678631083,-0.000285411,2.15725077,5296.738733,13.35672699,4.194121798,9006.416719,0.000337956,33.18551888,B014_1
B014_1.csv,0.523733242,2390.094124,8.299169417,2.162703843,2917.96875,2603.714179,2.72236289,363.28125,8.120900373,363.28125,9.216981157,3.85E-10,1280.48583,0.236113963,3515.625,0.541698835,-0.000280681,2.156715456,2390.094124,9.873814441,3.598692954,6630.70258,0.000350348,20.99416704,B014_1
B014_1.csv,0.436792842,5922.60587,17.03565148,3.404442209,2941.40625,2647.391822,3.308232214,3140.625,7.905235925,3140.625,15.29783008,7.23E-10,1192.134452,0.204246919,3480.46875,0.588803852,-0.000306429,2.651149365,5922.60587,13.46688112,4.905532024,12320.89315,0.000362982,35.27278836,B014_1
B014_1.csv,0.385977932,3673.464946,12.46207866,2.681189438,2882.8125,2550.79204,2.915749395,3187.5,7.850634833,3187.5,10.45603061,5.49E-10,1169.951834,0.226724929,3375,0.571979611,-0.000334009,2.260127506,3673.464946,11.3436113,4.1916888,8995.97056,0.000375528,32.27316027,B014_1
B014_1.csv,0.478661528,4146.71929,12.03404406,2.848668206,3070.3125,2664.204587,3.312400219,3328.125,8.035700797,3328.125,13.57983418,5.77E-10,1302.711589,0.2362235,3644.53125,0.622093049,-0.000260246,2.366325073,4146.71929,10.63670141,4.199230693,9028.371668,0.000388345,22.7040535,B014_1
B014_1.csv,0.485152877,2174.030583,5.492163102,2.06263496,2800.78125,2410.93571,3.941760748,363.28125,8.089808396,363.28125,24.97118893,2.87E-10,1347.929236,0.31804365,3503.90625,0.615661546,-0.000321219,1.652342005,2174.030583,15.26349908,2.867472267,4209.867368,0.000401304,30.96049042,B014_1
B014_1.csv,0.316448362,5180.85978,22.57962503,3.184127643,3046.875,2634.294613,3.654774145,3164.0625,7.662716332,3164.0625,16.58840827,1.02E-09,1120.844278,0.205439289,3386.71875,0.565598922,-0.000315128,2.627181002,5180.85978,15.18850632,5.429705797,15094.63298,0.000415042,45.03788485,B014_1
B014_1.csv,0.346199983,9208.588198,37.80976283,4.245081924,3046.875,2718.13798,3.283850334,3164.0625,7.63792796,3164.0625,12.20211766,1.73E-09,1049.541548,0.164160743,3386.71875,0.572738791,-0.000312437,3.396008578,9208.588198,13.09682905,7.024431443,25263.43019,0.000429007,43.66404854,B014_1
B014_1.csv,0.385548187,7323.402741,24.85187053,3.785698378,3023.4375,2674.733952,3.316423826,3269.53125,7.704905877,3269.53125,12.53707529,1.20E-09,1119.889784,0.190947671,3386.71875,0.60113291,-0.000299989,2.817614371,7323.402741,13.24534218,5.726327032,16788.90049,0.000442492,41.62724699,B014_1
B014_1.csv,0.362502982,5634.362941,20.4969003,3.320564797,2917.96875,2601.165744,3.2723569,3199.21875,7.723007542,3199.21875,13.41211669,1.04E-09,1131.775721,0.211957495,3363.28125,0.609743811,-0.000346217,2.64303768,5634.362941,13.35912748,5.242380039,14071.06482,0.000456418,42.84597672,B014_1
B014_1.csv,0.342102738,6784.451133,25.82203632,3.643736049,2953.125,2651.748012,3.42280979,3222.65625,7.703549094,3222.65625,15.53006312,1.34E-09,1082.217515,0.18486294,3375,0.542752702,-0.000334779,2.933279426,6784.451133,15.08483334,5.867381402,17626.19623,0.000470936,47.53122975,B014_1
B014_1.csv,0.386851138,8076.43201,27.64499081,3.97556923,3011.71875,2692.815185,3.30937867,3269.53125,7.715104102,3269.53125,13.51749471,1.49E-09,1099.634557,0.177612558,3386.71875,0.610199044,-0.00030264,3.0130781,8076.43201,14.15744829,6.060002512,18802.49879,0.000485466,45.45841354,B014_1
B014_1.csv,0.333659248,4651.400763,18.25343704,3.017042513,2894.53125,2597.361275,3.111059283,3257.8125,7.711882487,3257.8125,11.85401068,1.02E-09,1116.625551,0.203248293,3375,0.585772915,-0.000331688,2.507845935,4651.400763,13.62002404,4.954061795,12565.87687,0.000499897,43.215692,B014_1
B014_1.csv,0.419813998,3552.802303,11.25658115,2.636787133,2929.6875,2498.555386,3.967103363,3175.78125,7.832888396,3175.78125,20.47535504,6.58E-10,1262.881326,0.266498712,3398.4375,0.613220648,-0.000325507,1.970432682,3552.802303,15.00705515,3.890910704,7751.263287,0.000514589,39.7409599,B014_1
B014_1.csv,0.411425143,3289.484193,9.305000056,2.537192692,2824.21875,2474.337168,3.311241675,363.28125,7.90503357,363.28125,14.75340616,5.94E-10,1225.26297,0.264205427,3375,0.627858901,-0.000341826,1.97281353,3289.484193,12.91934796,3.632766615,6756.860559,0.000529562,35.03759102,B014_1
B014_1.csv,0.365619005,3910.289429,13.7558564,2.766266401,2929.6875,2560.077656,2.927556579,3328.125,7.839418528,3328.125,9.837140161,8.85E-10,1168.607108,0.227764021,3375,0.586291699,-0.000339091,2.343599759,3910.289429,10.97221879,4.387290306,9855.13791,0.000545104,31.07543664,B014_1
B014_1.csv,0.387339752,9001.875018,27.45763768,4.197164969,3093.75,2746.545339,3.780609289,3281.25,7.758843513,3281.25,19.05187041,1.69E-09,1110.824452,0.172663446,3480.46875,0.617036674,-0.000249012,3.017151297,9001.875018,15.34173739,6.046556014,18719.14989,0.000560741,44.64063291,B014_1
B014_1.csv,0.312080397,8554.552083,28.25405682,4.091553058,3117.1875,2731.697138,3.80341495,3281.25,7.707863464,3281.25,19.16625381,1.78E-09,1138.015265,0.190244373,3480.46875,0.611745631,-0.000262477,3.000368979,8554.552083,16.27164686,6.103791513,19075.21067,0.000576745,48.32011729,B014_1
B014_1.csv,0.342826459,5194.965739,16.23837106,3.188459418,2941.40625,2599.062575,2.954460846,3199.21875,7.751770291,3199.21875,9.858963179,1.10E-09,1153.268872,0.214875002,3398.4375,0.610662682,-0.000320377,2.432753961,5194.965739,11.17529734,4.707086454,11344.2114,0.000592432,34.0207628,B014_1
B014_1.csv,0.351949314,4746.422788,17.94251203,3.047703825,3046.875,2620.414897,3.236404834,3234.375,7.748914362,3234.375,11.51111017,1.23E-09,1166.238323,0.217931549,3410.15625,0.5894162,-0.000307777,2.470601434,4746.422788,11.38267091,4.903711194,12311.74834,0.000608827,30.77742589,B014_1
B014_1.csv,0.442121156,5728.775198,28.4555798,3.348269757,3128.90625,2826.797964,3.487231363,3128.90625,7.8126297,3128.90625,14.3326589,1.98E-09,1145.547237,0.163983777,3539.0625,0.511428831,-0.00017436,3.12578798,5728.775198,12.62224667,6.182728386,19571.77871,0.000625386,34.59403223,B014_1
B014_1.csv,0.30487615,7686.914356,32.21419518,3.878515855,3093.75,2716.357542,4.034915887,3199.21875,7.617962835,3199.21875,21.40317138,2.17E-09,1099.946979,0.183664496,3410.15625,0.562132123,-0.000281227,3.037181753,7686.914356,16.75759014,6.437287331,21216.59811,0.000642128,57.05912875,B014_1
B014_1.csv,0.304281427,6107.304219,18.65470265,3.457118983,2941.40625,2605.15353,3.685017307,3175.78125,7.712934127,3175.78125,18.94703898,1.35E-09,1131.378,0.209757244,3398.4375,0.65229017,-0.000322471,2.486996397,6107.304219,15.33167518,4.983959644,12718.00511,0.000658855,48.57035401,B014_1
B014_1.csv,0.384602247,2579.178572,6.714984835,2.246623286,2824.21875,2357.267327,3.730902665,3164.0625,7.877538139,3164.0625,20.26946491,5.45E-10,1301.031766,0.323390357,3375,0.631189796,-0.00034644,1.631902044,2579.178572,14.32903277,3.062366588,4801.581628,0.000675533,38.88614436,B014_1
B014_1.csv,0.412001952,1652.019936,4.6853245,1.798031069,2753.90625,2298.476965,3.775000645,363.28125,7.988496045,363.28125,22.30003665,4.17E-10,1358.758533,0.358963103,3433.59375,0.6294629,-0.000337709,1.456339626,1652.019936,15.24157872,2.608878994,3484.799799,0.000692831,33.51665897,B014_1
B014_1.csv,0.485427689,1950.350184,4.701084891,1.953645888,2753.90625,2328.637616,3.854009744,363.28125,8.048597528,363.28125,22.47050981,4.32E-10,1372.24794,0.341302334,3457.03125,0.646204895,-0.000330119,1.488129273,1950.350184,14.78393024,2.629755431,3540.794176,0.000710158,30.91497454,B014_1
B014_1.csv,0.389058081,2906.03402,6.761931001,2.384733744,2906.25,2421.074597,3.560067218,363.28125,7.905114108,363.28125,17.51328116,5.98E-10,1316.474466,0.313420094,3480.46875,0.710156334,-0.000316991,1.659441534,2906.03402,14.48332354,3.084749132,4872.02673,0.000728044,32.70304689,B014_1
B014_1.csv,0.387973245,1799.987947,4.503226988,1.876827457,2718.75,2271.159434,4.208688333,363.28125,8.010082626,363.28125,32.02677347,4.36E-10,1356.328865,0.364216217,3433.59375,0.645602775,-0.000348115,1.444491966,1799.987947,17.25472013,2.567057465,3373.969422,0.000745936,41.17741299,B014_1
B014_1.csv,0.474623283,2210.975925,6.237329275,2.080087273,2824.21875,2372.39905,3.647160424,363.28125,8.02950651,363.28125,20.57045353,6.05E-10,1354.492948,0.335653161,3445.3125,0.606767738,-0.0003554,1.714855486,2210.975925,14.66433386,3.029531088,4699.16601,0.000764177,32.89674969,B014_1
B014_1.csv,0.394979626,4090.905061,11.40585418,2.829431931,2941.40625,2574.542739,3.334945533,3339.84375,7.87584912,3339.84375,14.05004409,1.05E-09,1235.429826,0.245369891,3480.46875,0.637691992,-0.000297793,2.129126045,4090.905061,11.46696945,3.992371713,8160.78433,0.000782724,28.46014014,B014_1
B014_1.csv,0.386574021,4310.704743,14.5763893,2.904448556,3070.3125,2634.790839,3.731598963,3351.5625,7.85290471,3351.5625,17.81718045,1.34E-09,1221.625989,0.233724134,3492.1875,0.589179599,-0.000277225,2.314379996,4310.704743,14.0237314,4.464610181,10205.56496,0.000801424,36.79503668,B014_1
B014_1.csv,0.445481759,5068.805658,18.4014629,3.149505493,3128.90625,2707.365448,3.870825789,3210.9375,7.832274845,3210.9375,17.77905689,1.69E-09,1213.557142,0.20815749,3492.1875,0.602313052,-0.000237264,2.482048511,5068.805658,12.98044168,4.956009252,12575.75819,0.000820638,33.44717312,B014_1
B014_1.csv,0.42133968,8678.754593,29.83441354,4.121148405,3152.34375,2804.56117,4.243656747,3269.53125,7.775872322,3269.53125,23.62642755,2.72E-09,1166.14465,0.175460293,3550.78125,0.610300983,-0.000193716,3.065445332,8678.754593,16.30579942,6.263494921,20086.46073,0.000839869,43.74627434,B014_1
B014_1.csv,0.363267802,6277.158306,24.492707,3.504863355,3105.46875,2706.826215,3.490924412,3164.0625,7.736593526,3164.0625,14.5334149,2.31E-09,1154.228772,0.197943455,3445.3125,0.609745992,-0.000272212,2.842292195,6277.158306,13.04111141,5.707129919,16676.52194,0.00085895,37.24316405,B014_1
B014_1.csv,0.405439808,4387.360126,14.30733987,2.930159031,3035.15625,2618.847257,3.345692026,363.28125,7.901376156,363.28125,13.20867406,1.46E-09,1245.094736,0.231394298,3503.90625,0.589412991,-0.000298902,2.389336948,4387.360126,10.91585225,4.47395473,10248.33071,0.000878122,26.88724017,B014_1
